election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,cand_party_cleaned,party_type,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_hidegrecode,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
Amyothar Hluttaw,Ayeyarwady,,,,,,,166,"MMR017HLA010HLA001",10,368768,231197,12951,244148,66.21,9418,552,9970,U Thein Than Tun,National Development Party,National Development Party,Major national,3068,116,3184,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,166,"MMR017HLA010HLA001",10,368768,231197,12951,244148,66.21,9418,552,9970,U Thein Swe,National League for Democracy (NLD),National League for Democracy,Major national,129624,5951,135575,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,167,"MMR017HLA011HLA001",11,363173,238929,11856,250785,69.05,13676,271,13947,U Saw Sar Tu Waw,Kayin People Party,Kayin People's Party,Kayin State,5269,278,5547,0.0234,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,167,"MMR017HLA011HLA001",11,363173,238929,11856,250785,69.05,13676,271,13947,Daw Sandar Aung,National Development Party,National Development Party,Major national,6775,205,6980,0.0295,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,167,"MMR017HLA011HLA001",11,363173,238929,11856,250785,69.05,13676,271,13947,Daw May Than Nwet,National League for Democracy (NLD),National League for Democracy,Major national,115575,4872,120447,0.5086,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,167,"MMR017HLA011HLA001",11,363173,238929,11856,250785,69.05,13676,271,13947,U Maung Maung Aye,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,88747,6107,94854,0.4005,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,167,"MMR017HLA011HLA001",11,363173,238929,11856,250785,69.05,13676,271,13947,U Ohne Hla,National Unity Party (NUP),National Unity Party,Major national,8643,367,9010,0.038,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,168,"MMR017HLA012HLA001",12,426799,285887,17472,303359,71.08,17232,488,17720,U Kyi Win,National League for Democracy (NLD),National Unity Party,Major national,142294,7575,149869,0.5247,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,168,"MMR017HLA012HLA001",12,426799,285887,17472,303359,71.08,17232,488,17720,U Saw Kat Nat,Kayin People Party,Kayin People's Party,Kayin State,5717,377,6094,0.0213,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,168,"MMR017HLA012HLA001",12,426799,285887,17472,303359,71.08,17232,488,17720,U Phyo Min Oo,National Development Party,National Development Party,Major national,6660,296,6956,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,168,"MMR017HLA012HLA001",12,426799,285887,17472,303359,71.08,17232,488,17720,U Hlaing Oo,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,103987,8181,112168,0.3927,,,,,,,,,,,,,,,,,,,,,,,,,
Amyothar Hluttaw,Ayeyarwady,,,,,,,168,"MMR017HLA012HLA001",12,426799,285887,17472,303359,71.08,17232,488,17720,U Aung Thein Kyi,Myanmar Farmer Development Party,Myanmar Farmer's Development Party,Farming/agriculture/land rights issues,10151,401,10552,0.0369,,,,,,,,,,,,,,,,,,,,,,,,,
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Kyan Lay,National League for Democracy (NLD),National League for Democracy,Major national,4037,199,4236,0.0401, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Sai Sein Ohne,Shan Nationalities Democratic Party (SNDP),Shan Nationalities Democratic Party,Shan State,1903,138,2041,0.0193, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Nyunt Win,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,20844,5956,26800,0.2537, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Twe Naw,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,1790,147,1937,0.0183, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Naw Tong,National Unity Party (NUP),National Unity Party,Major national,2252,353,2605,0.0247, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Bren Li,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,6622,288,6910,0.0654, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,Daw Bauk Jar (or) Lwan Nywei,National Democratic Force (NDF),National Democratic Force,Major national,2578,210,2788,0.0264, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Lzat Lwan Khaung,Lhaovo National Unity and Development Party (LNUDP),Lhaovo National Unity and Development Party,Kachin State,1135,75,1210,0.0115, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U La Rei (or) U Phaw Myar La Rei ,Kachin Democratic Party,Kachin Democratic Party,Kachin State,3616,244,3860,0.0365, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Hlaing Myint Oo,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,3376,277,3653,0.0346, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Win Tin,The Union of Myanmar Federation of National Politic,The Union of Myanmar Federation of National Politic,0,590,50,640,0.0061, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,1,MMR001001,Myitkyina,178579,109561,12338,121899,68.26,14690,1568,16258,U Inn Htone Khar Naw Sam,National League for Democracy (NLD),National League for Democracy,Major national,46128,2833,48961,0.4635,U Inn Htone Khar Naw Sam,Kachin State,Myitkyina,National League for Democracy (NLD),M,1957,58,Restaurant,Business Owner,B.Sc (Maths),,B.Sc,Bachelor,Bachelor,Kachin,Christian,"No. (GD/210), Si Tar Pu Ward",Urban,687,U In Htone Khar Gam,Kachin,Christian,Daw Jar Kan Htu,Kachin,Christian
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Kyaw Kyaw Aung,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,7300,1185,8485,0.218, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Khaw Tar,National Unity Party (NUP),National Unity Party,Major national,3763,211,3974,0.1021, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Khaung Lwan,National Democratic Force (NDF),National Democratic Force,Major national,582,33,615,0.0158, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Gae Nat,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,966,75,1041,0.0267, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,Daw Jar Tong,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,2347,74,2421,0.0622, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Jone Dine (or) U La Nau Jone Dai,Kachin Democratic Party,Kachin Democratic Party,Kachin State,1374,57,1431,0.0368, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Sai Aung Myint Oo,Shan Nationalities League for Democracy (SNLD),Shan Nationalities League for Democracy,Shan State,2804,76,2880,0.074, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U Bi Haung Zal,Lhaovo National Unity and Development Party (LNUDP),Lhaovo National Unity and Development Party,Kachin State,1826,91,1917,0.0493, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U La Gan Zal Jone,National League for Democracy (NLD),National League for Democracy,Major national,11411,567,11978,0.3078,U La Gan Zal Jone,Kachin State,Waingmaw,National League for Democracy (NLD),M,1979,36,Farmer,Business Owner,BA (BM),,B.A,Bachelor,Bachelor,Lhaovo,Christian,"No. (1) Ward, Waingmaw Township",Urban,2164,U La Gan Daung Zal,Lhaovo,Christian,Daw Htaw Shal Lwan Lar,Lhaovo,Christian
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,U La Laung Aung,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,2079,107,2186,0.0562, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,2,MMR001002,Waingmaw,64069,39882,2632,42514,66.36,3593,0,3593,Daw Aye Huay (or) Yin Yin Aye,Shan Nationalities Democratic Party (SNDP),Shan Nationalities Democratic Party,Shan State,1924,69,1993,0.0512, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,Daw Jar Sam Lu,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,403,40,443,0.0311, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,Daw Jar Aung,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,3558,1329,4887,0.3433, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Ngur Zar Dee,Lisu National Development Party (L.N.D.P),Lisu National Development Party,Kachin State,1709,82,1791,0.1258, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Zaw Tong (or) U Wa Inn Du Zaw Tong,Kachin Democratic Party,Kachin Democratic Party,Kachin State,285,18,303,0.0213, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Tan Mai,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,911,91,1002,0.0704, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Ye Win,National Democratic Force (NDF),National Democratic Force,Major national,270,32,302,0.0212, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Lin Lin Oo,National League for Democracy (NLD),National League for Democracy,Major national,4598,478,5076,0.3566,U Lin Lin Oo,Kachin State,Tanai,National League for Democracy (NLD),M,1983,32,Advocacy,Business Owner,B.A Law,,B.A (law),Bachelor,Bachelor,Chin,Christian,Not Available,Not Available,815,U Chine Htan,Chin,Christian,Daw Thinzar Myat Chal,Chin,Christian
Pyithu Hluttaw,Kachin,,,,,,,3,MMR001004,Tanai,27312,12641,2624,15265,55.89,1022,9,1031,U Inn Bwe Htal Aung,National Unity Party (NUP),National Unity Party,Major national,391,39,430,0.0302, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U Kyi Htay,National Unity Party (NUP),National Unity Party,Major national,324,52,376,0.0489, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,Daw Nguar Ma Lay,National Democratic Force (NDF),National Democratic Force,Major national,120,27,147,0.0191, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U Zone Taint,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,3670,776,4446,0.5786,U Zone Taint,Kachin State,Chipwi,Union Solidarity and Development Party (USDP),M,1954,61,Member of Parliament,Politician,High School Pass (Science),,Pass B.E.H.S Level,B.E.H.S,High School,Lashi (kachin),Christian,Not Available,Not Available,0,U Yein Zone,Lashi (kachin),Christian,Daw Baw Wan,Lashi (kachin),Christian
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U Zal Khaun,Kachin Democratic Party,Kachin Democratic Party,Kachin State,232,30,262,0.0341, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U Daung Dai,Lhaovo National Unity and Development Party (LNUDP),Lhaovo National Unity and Development Party,Kachin State,213,37,250,0.0325, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U Min Naing,National League for Democracy (NLD),National League for Democracy,Major national,593,183,776,0.101, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U La Myar Tar,Lisu National Development Party (L.N.D.P),Lisu National Development Party,Kachin State,1013,112,1125,0.1464, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,U As Lan Bor,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,139,19,158,0.0206, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,4,MMR001005,Chipwi,11149,7420,1258,8678,77.84,987,7,994,Daw MD Khaw Ngwe,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,130,14,144,0.0187, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,5,MMR001006,Tsawlaw,3841,2318,588,2906,75.66,242,0,242,U Kyaw Moe Oo,National Democratic Force (NDF),National Democratic Force,Major national,16,6,22,0.0083, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,5,MMR001006,Tsawlaw,3841,2318,588,2906,75.66,242,0,242,U Zaw Lai,National League for Democracy (NLD),National League for Democracy,Major national,481,159,640,0.2402, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,5,MMR001006,Tsawlaw,3841,2318,588,2906,75.66,242,0,242,U Zaung Khaung,National League for Democracy (NLD),National League for Democracy,Major national,652,178,830,0.3116, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,5,MMR001006,Tsawlaw,3841,2318,588,2906,75.66,242,0,242,U Day Wi (or) U Maw Zaung Khaung,Lhaovo National Unity and Development Party (LNUDP),Lhaovo National Unity and Development Party,Kachin State,232,43,275,0.1032, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,5,MMR001006,Tsawlaw,3841,2318,588,2906,75.66,242,0,242,U Lar Mar Lay,Lisu National Development Party (L.N.D.P),Lisu National Development Party,Kachin State,747,150,897,0.3367,U Lar Mar Lay,Kachin State,Tsawlaw,Lisu National Development Party (L.N.D.P),M,1979,36,Lawyer Service agency,Business Owner,B.A Law,,B.A (law),Bachelor,Bachelor,Lisu,Christian,Ram Pu Ward,Urban,1005,U Yar Ku,Lisu,Christian,Daw Ti Yar Nar,Lisu,Christian
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,Daw Jar Khaung,National Democratic Force (NDF),National Democratic Force,Major national,21,6,27,0.0295, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,Dr. Jaw Zaung Khaung,National League for Democracy (NLD),National League for Democracy,Major national,82,46,128,0.1397, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,Daw Dwe Bu,Unity and Democracy Party of Kachin State (UDPKS),Unity and Democracy Party of Kachin State,Kachin State,200,39,239,0.2609, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,U La Mar Naw Aung,Lisu National Development Party (L.N.D.P),Lisu National Development Party,Kachin State,435,4,439,0.4793,U La Mar Naw Aung,Kachin State,Injangyang,Kachin State Democracy Party,M,1961,54,Teashop? Farmer,Business Owner,B.A (Philosophy),,B.A,Bachelor,Bachelor,Kachin,Christian,Si Tar Pu Ward,Urban,2153,U La Mar Too,Kachin,Christian,Daw Ar Baw Lu,Kachin,Christian
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,U Inn Sinn Naw Aung,National Unity Party (NUP),National Unity Party,Major national,18,1,19,0.0207, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,6,MMR001003,Injangyang,1408,934,104,1038,73.72,121,1,122,U Aung La (or) Na Nan,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,62,2,64,0.0699, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,7,MMR001007,Mohnyin,142306,82521,10893,93414,65.64,4574,126,4700,U Kyaw Soe Lay,Unity and Democracy Party of Kachin State (UDPKS),Unity and Democracy Party of Kachin State,Kachin State,18797,3719,22516,0.2538, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,7,MMR001007,Mohnyin,142306,82521,10893,93414,65.64,4574,126,4700,U San Thein,Shan Nationalities Democratic Party (SNDP),Shan Nationalities Democratic Party,Shan State,2903,233,3136,0.0353, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,7,MMR001007,Mohnyin,142306,82521,10893,93414,65.64,4574,126,4700,Daw San San Ei,National League for Democracy (NLD),National League for Democracy,Major national,46997,3413,50410,0.5682, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,7,MMR001007,Mohnyin,142306,82521,10893,93414,65.64,4574,126,4700,Daw Hla Win (or) Hla Hla Win,National Democratic Force (NDF),National Democratic Force,Major national,1857,197,2054,0.0232, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,7,MMR001007,Mohnyin,142306,82521,10893,93414,65.64,4574,126,4700,U Aung Myo Lin,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,9617,981,10598,0.1195, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,U Khar La Rain (or) Saya Khar,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,3870,146,4016,0.0773, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,U Pyar Maung,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,2940,162,3102,0.0597, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,U Bone Swe,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,13495,2728,16223,0.3124, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,U Myat Moe Myint,National Democratic Force (NDF),National Democratic Force,Major national,1483,87,1570,0.0302, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,U Win Naing,National League for Democracy (NLD),National League for Democracy,Major national,22798,1250,24048,0.463,U Win Naing,Kachin State,Mogaung,National League for Democracy (NLD),M,1969,46,Servicing for Ceremony Decoration,Business Owner,B.A (geog) ,,B.A,Bachelor,Bachelor,Bamar,Buddhist,"Myo Hla Ward, Nammatee Town",Urban,1426,U Mya Maung,Bamar,Buddhist,Daw Tin Shwe,Bamar,Buddhist
Pyithu Hluttaw,Kachin,,,,,,,8,MMR001008,Mogaung,87290,48871,5977,54848,62.83,2872,39,2911,Daw Thuzar Kyaw,Shan Nationalities Democratic Party (SNDP),Shan Nationalities Democratic Party,Shan State,2829,149,2978,0.0573, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U Sai Myint Kyaw ,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,7154,515,7669,0.1453, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U Sain Nyunt Thaung,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,3052,50,3102,0.0588, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U Zaw Han,National Democratic Force (NDF),National Democratic Force,Major national,2516,32,2548,0.0483, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U Tint Soe,National League for Democracy (NLD),National League for Democracy,Major national,30014,336,30350,0.575,U Tint Soe,Kachin State,Hpakant,National League for Democracy (NLD),M,1961,54,Jade business,Business Owner,B.Sc (Hons) Zoology,,B.Sc,Bachelor,Bachelor,Shan-Bamar,Buddhist,Lone Khin Ward (4),Urban,337,U Pe Sein,Shan-Bamar,Buddhist,Daw Hla Yin,Shan,Buddhist
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U La Nuu,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,5136,70,5206,0.0986, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,9,MMR001009,Hpakant,89488,53505,2830,56335,62.95,3443,110,3553,U Za Fai Zaw Htal,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,3856,51,3907,0.074, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U Sai Thiha Tun,Shan Nationalities Democratic Party (SNDP),Shan Nationalities Democratic Party,Shan State,4065,141,4206,0.0727, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U San Aung,Union Solidarity and Development Party (USDP),Union Solidarity and Development Party,Major national,14651,871,15522,0.2681, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U Tin Aung,Tai-Leng Nationalities Development Party (T.N.D.P),Tai-Leng Nationalities Development Party,Kachin State,2118,97,2215,0.0383, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U Ma Yu Ron,Kachin State Democracy Party,Kachin State Democracy Party,Kachin State,1510,35,1545,0.0267, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U Yaw Han,The Kachin National Congress for Democracy,The Kachin National Congress for Democracy,Kachin State,673,58,731,0.0126, , , , , , , ,,, ,, , , , , , , , , , , , , , 
Pyithu Hluttaw,Kachin,,,,,,,10,MMR001010,Bhamo,84229,59484,2976,62460,74.15,4539,33,4572,U Win Htwe,National Unity Party (NUP),National Unity Party,Major national,2567,124,2691,0.0465, , , , , , , ,,, ,, , , , , , , , , , , , , , 
